τ_vals,μ=0.5,μ=0.8,μ=0.9,μ=1.0
1365.5904437680001,0.2578971614801716,0.3488639742924666,0.7086169883740916,0.8687564915660632
1365.6569966700001,0.3117461810110822,0.6585523514902004,0.7794603967797155,0.8247239615645108
1365.723549572,0.63068340380569,0.6519421680170673,0.734569495925232,0.7758228661586444
1365.790102474,0.29608462627113685,0.2834629608994292,0.5858789183673161,0.722786377626242
1365.856655376,0.24874437153965323,0.5274344624218799,0.6294264070376858,0.6664096944657252
1365.923208278,0.6980571969366581,0.5625536685178198,0.5877613041893044,0.6075380380738613
1365.98976118,0.3536308693682595,0.21091010092945497,0.4398288925249873,0.5470540658086538
1366.056314082,0.19160561456921238,0.3835424471796376,0.45976662122873485,0.48586463323224566
1366.122866984,0.7480419475319288,0.45413989300396196,0.42531520169286874,0.42488712367891945
1366.189419886,0.42460265172924055,0.1431351621922134,0.2906681189734051,0.3650357655056952
1366.255972788,0.14284582688351152,0.24402779038526706,0.29260788167870927,0.3072079259055513
1366.32252569,0.776656929659166,0.34059619416846354,0.26865998743018055,0.2522705935050641
1366.389078592,0.5019806927667602,0.09199242817531618,0.15917932361181575,0.20104743598278055
1366.455631494,0.10447329104394121,0.12560550794079525,0.14977436494564525,0.1543064539330367
1366.522184396,0.7815183345794342,0.23583773474821446,0.13826678273197174,0.11274841725815268
1366.588737298,0.5783434856035626,0.06752033073838583,0.06390579337490904,0.07699639939046637
1366.6552902,0.0780130137495379,0.042480383299531715,0.04991634769080159,0.04758643785543002
1366.721843102,0.7621645853375574,0.15196415474944963,0.050921897755297686,0.02495946545428644
1366.788396004,0.6465639692824212,0.0764191644967191,0.018622654869462886,0.009454725435338755
1366.8549489060001,0.06454111930675907,0.0045797186771247,0.006055003514654396,0.0013046834135936275
1366.9215018080001,0.7202119175720935,0.09771528721203833,0.017505506066136194,0.0006315289287774736
1366.98805471,0.700448113701349,0.12096287261197594,0.030441744662474294,0.0074453563287233526
1367.054607612,0.06470767229583732,0.016319128676768966,0.023868548254703623,0.02164400435422683
1367.121160514,0.6593116212029669,0.07741962876803316,0.04157157971816378,0.04301459459986719
1367.187713416,0.7352536588537835,0.1985037227630572,0.09880701499787156,0.07123672527204761
1367.254266318,0.07873293798147556,0.07605953538117248,0.10094680841824434,0.10588725576646943
1367.32081922,0.5849011447284954,0.09056824116549099,0.11891659989831208,0.14644667732896763
1367.387372122,0.7480429742065758,0.30164933685279527,0.21551840977156478,0.19230689626292508
1367.453925024,0.1063715691190936,0.17632451378079123,0.2271128459274802,0.24278031947694464
1367.520477926,0.5037640993893908,0.13206056402129407,0.23819172708255637,0.29711020869188454
1367.587030828,0.7378441861735956,0.41910061107238367,0.36578444211980166,0.35448201581128075
1367.65358373,0.14684985895484148,0.30474913382697344,0.38576872297497783,0.4140355500193277
1367.720136632,0.4234363536248962,0.19307696382737505,0.38247318837788896,0.4748779361592443
1367.786689534,0.7056168081794227,0.5370487915403013,0.5301657252709142,0.5360969899842893
1367.853242436,0.19879114003353082,0.44563728364654825,0.5560866707587585,0.5967748346776574
1367.919795338,0.35151416304942606,0.26244811133543644,0.5315773495020124,0.656001737629071
1367.98634824,0.6540394028172094,0.6409525579400983,0.6871519253379962,0.7128897402859975
1368.052901142,0.26015185136145835,0.5819264586992332,0.715754907397396,0.7665858974830584
1368.1194540440001,0.29493326230623773,0.32832486163574637,0.6648074436955007,0.8162851506174308
1368.1860069460001,0.5871548128306713,0.7174619517534204,0.8160290756688828,0.8612423926552492
1368.252559848,0.3281943252559464,0.697307345203194,0.8439140308865873,0.9007835531617199
1368.31911275,0.25929332532040805,0.37991308509382,0.7637615222949727,0.9343157955358822
1368.385665652,0.5099212284405441,0.756232817824015,0.8996544086027711,0.9613364067021136
1368.452218554,0.3995211311476358,0.7782269127559993,0.9238950315233938,0.9814402378108837
1368.518771456,0.24829933087445583,0.40903103721223233,0.8148235226263802,0.9943258713134209
1368.585324358,0.42772356757644453,0.7513864603180795,0.9267672090664284,0.9998001491651547
1368.65187726,0.47018975269191815,0.8155204968989835,0.9453968060831787,0.997780965378389
1368.718430162,0.2633803029032972,0.41127314683987704,0.8110024057987585,0.9882985875866344
1368.784983064,0.3458989642031264,0.7024132326192309,0.8935252318153206,0.9714952202678566
1368.851535966,0.5359161209877552,0.8054681704294213,0.9058160040120683,0.9476227660153134
1368.918088868,0.30352777776832274,0.38661984645230274,0.7528722960525379,0.9170391336444353
1368.98464177,0.26932311201315107,0.6143901493179207,0.804058864885248,0.8802028963479394
1369.051194672,0.5923624164479033,0.7501468981068897,0.8105550758109906,0.837666310626667
1369.117747574,0.3653731998362668,0.33941059002381424,0.6484876371576234,0.7900671125962789
1369.184300476,0.20209211157350956,0.49747200375850964,0.6699658129562157,0.7381189863676131
1369.250853378,0.6354904268324603,0.6570424153520475,0.6722704392574883,0.6826007632837032
1369.3174062800001,0.4434979051397154,0.27768589328344057,0.5122853232798896,0.6243448105638797
1369.3839591820001,0.14731922228731234,0.3657111165163308,0.5088102156252482,0.5642245847771047
1369.4505120840001,0.6619487041806756,0.5379812351462829,0.509163588497332,0.5031414449575807
1369.517064986,0.5309443704133465,0.21199197873043307,0.3631220608388738,0.44201119233635616
1369.583617888,0.10704974348309645,0.2353500537399654,0.34182298043704556,0.3817503731082251
1369.65017079,0.669451852342354,0.4075309573788091,0.34254496920832933,0.32326245848580537
1369.716723692,0.6198758773863324,0.15381644219719126,0.22171159614075092,0.26742434071319665
1369.783276594,0.08228236287811078,0.12280255524922629,0.1911069587164294,0.2150732160633873
1369.849829496,0.6571052142773453,0.28108462679604784,0.1939966261723628,0.16699397045541922
1369.916382398,0.7023161569700693,0.11387506216681363,0.1078072923109113,0.12390744223663319
1369.9829353,0.07307364017887549,0.042580993126809304,0.07671714011258927,0.08645963816235286
1370.049488202,0.6256291333548344,0.1728834823838675,0.0825122183859201,0.05521200352300296
1370.116041104,0.7708927090950163,0.1004913664365241,0.037510009039020534,0.030633025458766255
1370.182594006,0.078695213597263,0.005438083099760725,0.014003369749670189,0.013091222278086082
1370.249146908,0.5774441771800202,0.09423716716892662,0.021995038866092068,0.0028495931180123626
1370.31569981,0.8195081879524749,0.11829886609118641,0.021064692652001248,6.168869014715389e-5
1370.382252712,0.09781148292021133,0.01696487363424008,0.011568839515159444,0.0047693093061640605
1370.448805614,0.5165917209896721,0.05217094532689002,0.019445970064395388,0.01690187221501438
1370.515358516,0.8438733198858835,0.16745247855807,0.061443718527065545,0.03627747946262054
1370.5819114180001,0.12864880347207838,0.07682946217532091,0.0701162885175301,0.0626056297837343
1370.6484643200001,0.44848175546162616,0.04866987399710785,0.0740804212445356,0.0954915863616141
1370.7150172220001,0.8418511069921717,0.2434664071215545,0.1539095811143591,0.13444230360303047
1370.781570124,0.1691347481939864,0.17875888109457444,0.1823362619353638,0.17887378698452133
1370.848123026,0.37947970480234144,0.08060834720668852,0.17748869178916032,0.22811987749425958
1370.914675928,0.8135835472466175,0.3377099650450677,0.2866181105536419,0.2814422498009061
1370.98122883,0.2169962938841409,0.3112708527431551,0.33385355765212876,0.3380414319683048
1371.047781732,0.3163639825124019,0.14036098946778974,0.31481456597240576,0.3970688341388634
1371.114334634,0.7613961714095129,0.4385021393795007,0.44218360757088643,0.4576394867025151
1371.180887536,0.2698170317860061,0.4590651675930166,0.5051075294608499,0.5188452415440613
1371.247440438,0.2657034232234274,0.21699993966069725,0.4667909425046664,0.5797684402971143
1371.31399334,0.6894995026301144,0.5326624012904533,0.5999978610791046,0.6394956953198414
1371.380546242,0.3250637745726141,0.6048990085304398,0.6739179128763971,0.6971315013055993
1371.447099144,0.23321627331033545,0.29790627425416016,0.612357103076979,0.7518117205714507
1371.513652046,0.6035273304958289,0.6073107521125564,0.7389933029134436,0.8027165704299314
1371.580204948,0.380100513079925,0.7317078456225927,0.818396805710428,0.8490828181821293
1371.64675785,0.22317829082620966,0.37056992262415217,0.7315050629957859,0.89021528601704
1371.713310752,0.509967138797769,0.6516731248235564,0.8404802214755631,0.9254973147670158
1371.779863654,0.4322113024539555,0.8247017932243182,0.9198214920511179,0.9543999035742313
1371.8464165560001,0.23794566648981139,0.42432992040756995,0.8079725930185612,0.9764897020628003
1371.9129694580001,0.4155465307983348,0.6586442233812809,0.8906771327803036,0.9914355580020444
1371.9795223600001,0.4786527051373924,0.8731707160419325,0.965088060954771,0.9990133702890658
1372.046075262,0.2776488354249739,0.45181804281942495,0.8314218884611415,0.9991095057294599
1372.112628164,0.3266403476864571,0.625889457409203,0.8825936070180688,0.9917225615029013
1372.179181066,0.5167509982973821,0.871769430271558,0.9484215345027076,0.976963272376321
1372.245733968,0.3400966794144376,0.44991203021136916,0.7988125675822916,0.9550529007415941
1372.31228687,0.24875662460557713,0.55632707104217,0.8170107582638719,0.9263199842413675
1372.378839772,0.5440502971736743,0.8211220462921082,0.8721170511885041,0.8911952987061516
1372.445392674,0.4209088817796137,0.42007373958357314,0.7147863221623025,0.8502054415220432
1372.511945576,0.18614672292067766,0.4579130856034609,0.7024247907257128,0.8039650048070397
