freq (MHz),μ=0.5,μ=0.8,μ=0.9,μ=1.0
0.0,0.560487090402641,0.5079747879103524,0.5081716275297175,0.5079747760906204
0.03747042594828481,0.003871964611082107,0.008165407816330999,0.008156696552525496,0.008165407635879359
0.07494085189656963,0.004158320198406727,0.008774764813998184,0.008765399499400594,0.008774764620585828
0.11241127784485444,0.004704916174374519,0.009937459768909057,0.00992684674794452,0.009937459550733196
0.14988170379313925,0.005664984420534851,0.011978733876447921,0.011965930887041136,0.011978733614726376
0.18735212974142407,0.007429535229155012,0.0157288008408648,0.015711975584614898,0.015728800499021884
0.22482255568970888,0.011270767611526011,0.023889305433814956,0.023863729011170728,0.023889304917410186
0.2622929816379937,0.024704382773422764,0.05242143462127662,0.052365264635293216,0.05242143349407126
0.2997634075862785,0.1114171837189857,0.2366611150331649,0.2364073322939325,0.23666110996985673
0.3372338335345633,0.016998797842587864,0.03613952059906942,0.036100738177236684,0.03613951982953093
0.37470425948284813,0.009212423665590828,0.019600952168081623,0.019579903483306554,0.019600951752560408
0.41217468543113295,0.006336608203979187,0.013491240051301302,0.01347674315901333,0.013491239766493527
0.44964511137941776,0.00484416327408434,0.010319593734203679,0.010308498313049556,0.010319593517211281
0.4871155373277026,0.003932070697163635,0.008380613995074167,0.008371598258564632,0.008380613819516469
0.5245859632759874,0.003317466923425461,0.0070735654963560895,0.007065951774790524,0.007073565348715468
0.5620563892242723,0.0028753374868428503,0.006132940021301099,0.006126335332028324,0.006132939893744491
0.599526815172557,0.002541971528204509,0.0054234212288446606,0.005417577684480721,0.005423421116435398
0.6369972411208418,0.002281531275593521,0.004868887968232678,0.00486363930710011,0.0048688878676633246
0.6744676670691266,0.002072334945453779,0.004423283242471445,0.004418512593137271,0.004423283151419141
0.7119380930174115,0.001900507866648295,0.004057131087436635,0.004052753189776243,0.0040571310042095835
0.7494085189656963,0.0017567655643890697,0.0037507047689239455,0.0037466555202412505,0.0037507046922511207
0.786878944913981,0.0016346642670512894,0.0034903113213539624,0.0034865413062568516,0.0034903112502573754
0.8243493708622659,0.0015295936788495875,0.0032661524215083742,0.003262622735406704,0.0032661523552189376
0.8618197968105509,0.001438169225548721,0.003071033616946778,0.0030677130735809336,0.003071033554849087
0.8992902227588355,0.0013578506042133225,0.0028995541564322313,0.002896417364125876,0.002899554098025992
0.9367606487071203,0.0012866941951798613,0.002747581107492728,0.002744607109316921,0.0027475810523654312
0.9742310746554051,0.001223187635372261,0.0026118979658259775,0.0026090692565785656,0.0026118979136342995
1.01170150060369,0.0011661364562591504,0.0024899638413701814,0.0024872656428068236,0.0024899637918241986
1.0491719265519748,0.0011145846497180106,0.0023797447040676874,0.002377164421113964,0.0023797446569207865
1.0866423525002595,0.0010677578960700729,0.002279592764020475,0.0022771195703520206,0.002279592719061001
1.1241127784485445,0.0010250222627782382,0.0021881587130423755,0.002185783230794199,0.002188158670088488
1.1615832043968293,0.0009858536763726986,0.002104326850990397,0.002102040900049977,0.002104326809882457
1.199053630345114,0.0009498150287847635,0.0020271664304462103,0.002024962829946033,0.0020271663910453506
1.2365240562933988,0.0009165387823361364,0.0019558946833249853,0.0019537670927945038,0.001955894645508435
1.2739944822416835,0.0008857135929346762,0.0018898483849709672,0.0018877911760015196,0.001889848348630049
1.3114649081899685,0.0008570739093450313,0.0018284617419941467,0.0018264698936256657,0.001828461707032105
1.3489353341382533,0.0008303918041321726,0.0017712490224804107,0.0017693180352290482,0.001771248988811679
1.386405760086538,0.0008054704966893256,0.0017177907822951675,0.001715916606959317,0.0017177907498422441
1.423876186034823,0.0007821391732837718,0.0016677228481471187,0.0016659018264380146,0.001667722816840426
1.4613466119831078,0.0007602488105891193,0.001620727433677179,0.0016189562483842647,0.00162072740345391
1.4988170379313925,0.0007396687829576499,0.0015765259217056697,0.0015748015546070587,0.001576525892509042
1.5362874638796773,0.0007202840869172456,0.0015348729586601325,0.0015331926547731106,0.0015348729304383072
1.573757889827962,0.0007019930553823021,0.0014955515904785713,0.001493912827531687,0.0014955515631848478
1.611228315776247,0.0006847054638287539,0.0014583692317187346,0.0014567696939491116,0.0014583692053103852
1.6486987417245318,0.0006683409517117521,0.001423154305369119,0.0014215918609280338,0.001423154279806718
1.6861691676728165,0.0006528276999678635,0.0013897534272484953,0.0013882261086281993,0.0013897534024963029
1.7236395936211018,0.000638101316449771,0.0013580290325987128,0.0013565350196087875,0.0013580290086234726
1.7611100195693863,0.0006241038930747352,0.0013278573681404318,0.0013263949730370074,0.0013278573449124155
1.798580445517671,0.0006107832037243737,0.0012991267834438062,0.00129769443789367,0.0012991267609353018
1.8360508714659558,0.0005980920193301902,0.0012717362716686393,0.0012703325152796673,0.0012717362498540633
1.8735212974142406,0.0005859875203850481,0.0012455942176580394,0.001244217687851504,0.0012455941965138525
1.9109917233625258,0.0005744307912722014,0.0012206173200199942,0.001219266743060614,0.0012206172995242253
1.9484621493108103,0.0005633863830349147,0.0011967296589622954,0.0011954038419871669,0.0011967296390952994
1.985932575259095,0.0005528219344637661,0.001173861888104707,0.001172559712018551,0.001173861868848059
2.02340300120738,0.000542707842146625,0.0011519505306211832,0.0011506709437447823,0.0011519505119582934
2.060873427155665,0.0005330169725560714,0.0011309373647110323,0.001129679377089475,0.0011309373466256716
2.0983438531039496,0.0005237244098961282,0.0011107688851252162,0.0011095315634109331,0.00111076886760335
2.1358142790522345,0.0005148072347064422,0.0010913958302779748,0.0010901782931192572,0.0010913958133059098
2.173284705000519,0.0005062443288913259,0.0010727727653891842,0.0010715741792651872,0.0010727727489554442
2.210755130948804,0.0004980162033780109,0.0010548577138185832,0.0010536772892650826,0.0010548576979120571
2.248225556897089,0.0004901048462892373,0.0010376118319224102,0.0010364488201046076,0.001037611816532583
2.2856959828453736,0.00048249358721767706,0.0010209991181944816,0.0010198528077899219,0.001020999103312599
2.3231664087936585,0.00047516697736178966,0.0010049861559544265,0.0010038558703066218,0.0010049861415718263
2.3606368347419435,0.0004681106824343663,0.000989541883283568,0.0009884269777996775,0.0009895418693933217
2.398107260690228,0.0004613113871379353,0.0009746373870825951,0.0009735372468464948,0.0009746373736773948
2.435577686638513,0.00045475670971290266,0.0009602457188872663,0.0009591597564684363,0.0009602457059622035
2.4730481125867976,0.0004484351253840415,0.0009463417290435584,0.0009452693824743178,0.0009463417165926798
2.5105185385350826,0.00044233589788126296,0.000932901918089077,0.000931842648999101,0.0009329019061080395
2.547988964483367,0.0004364490177528622,0.0009199043022052983,0.0009188575940932271,0.0009199042906908153
2.585459390431652,0.0004307651470182679,0.0009073282919664494,0.000906293648593633,0.000907328280914685
2.622929816379937,0.00042527556944421126,0.0008951545827701635,0.0008941315266671959,0.0008951545721792624
2.6604002423282216,0.0004199721457268955,0.0008833650551815925,0.0008823531262494097,0.000883365045049723
2.6978706682765066,0.00041484727324385417,0.0008719426847964597,0.0008709414389991312,0.0008719426751231273
2.7353410942247915,0.00040989384988480987,0.0008608714601727567,0.0008598804683051075,0.0008608714509568695
2.772811520173076,0.0004051052415516375,0.0008501363080862589,0.0008491551546136338,0.0008501362993284028
2.810281946121361,0.000400475252936768,0.0008397230250196584,0.0008387513069776005,0.0008397230167207203
2.847752372069646,0.00039599810176104593,0.0008296182155303558,0.0008286555414776807,0.000829618207691816
2.8852227980179306,0.00039166839548337686,0.0008198092347363659,0.000818855223755329,0.0008198092273611067
2.9226932239662156,0.00038748111100691065,0.0008102841365699608,0.0008093384173050201,0.000810284129660941
2.9601636499145,0.00038343157675732115,0.0008010316255631983,0.000800093835297054,0.0008010316191238671
2.997634075862785,0.0003795154572692271,0.0007920410130519713,0.000791110796804996,0.0007920410070865189
3.03510450181107,0.00037572874031790304,0.0007833021770622331,0.0007823791867175029,0.0007833021715763613
3.0725749277593546,0.00037206772603867353,0.0007748055247495422,0.0007738894181910685,0.000774805519749068
3.1100453537076396,0.0003685290186443137,0.0007665419582855616,0.0007656323985489657,0.0007665419537772218
3.147515779655924,0.00036510952044746173,0.0007585028432224277,0.0007575994976493529,0.000758502839214056
3.184986205604209,0.00036180642849522996,0.0007506799795554244,0.0007497825189459888,0.0007506799760555643
3.222456631552494,0.0003586172334134465,0.0007430655740744487,0.0007421736718353524,0.0007430655710926368
3.2599270575007786,0.0003555397217372542,0.0007356522160868723,0.0007347655473613836,0.0007356522136334696
3.2973974834490636,0.0003525719808299481,0.0007284328537901245,0.0007275510945720238,0.0007284328518772039
3.334867909397349,0.00034971240757426965,0.0007214007728766532,0.000720523599093879,0.0007214007715161957
3.372338335345633,0.0003469597212246427,0.0007145495768977007,0.000713676663461517,0.0007145495761040213
3.409808761293918,0.000344312980523984,0.0007078731682118195,0.0007070041880218728,0.0007078731680002433
3.4472791872422035,0.00034177160680016447,0.0007013657310716252,0.0007005003539674856,0.0007013657314587936
3.4847496131904876,0.00033933541337333596,0.0006950217156005662,0.0006941596072492828,0.0006950217166046935
3.5222200391387726,0.0003370046429798711,0.0006888358226187064,0.000687976643327425,0.000688835824258994
3.559690465087057,0.0003347800150661195,0.0006828029899399628,0.000681946393378511,0.0006828029922381087
3.597160891035342,0.0003326627848517625,0.0006769183791163772,0.0006760640109377418,0.0006769183820955498
3.6346313169836275,0.0003306548176756535,0.0006711773633927459,0.0006703248597296781,0.0006711773670788555
3.6721017429319116,0.0003287586822671473,0.0006655755164405539,0.0006647245022642246,0.0006655755208607596
3.7095721688801966,0.00032697776801792573,0.0006601086015455248,0.0006592586888620222,0.0006601086067299493
3.747042594828481,0.0003253164334222995,0.0006547725616721433,0.0006539233475283512,0.000654772567653596
3.784513020776766,0.0003237801948966639,0.0006495635102828684,0.0006487145745576564,0.0006495635170965815
3.8219834467250515,0.00032237596840079425,0.0006444777223803682,0.000643628625323301,0.0006444777300661043
3.8594538726733356,0.00032111238154633345,0.0006395116265762436,0.0006386619060577364,0.0006395116351763768
3.8969242986216206,0.0003200001793588295,0.0006346617967606402,0.0006338109651892224,0.0006346618063215701
3.934394724569906,0.000319052758796082,0.0006299249458820895,0.0006290724867403109,0.0006299249564546385
3.97186515051819,0.00031828687768057745,0.0006252979182308335,0.0006244432821756476,0.0006252979298712629
4.0093355764664755,0.00031772360891121307,0.0006207776834248526,0.0006199202838898475,0.000620777696194368
4.04680600241476,0.00031738963890341347,0.0006163613302971031,0.0006155005385397303,0.0006163613442633405
4.084276428363045,0.00031731906055010333,0.0006120460613096541,0.0006111812008405331,0.0006120460765474917
