freq (MHz),μ=1.0,μ=0.9,μ=0.8,μ=0.5
3.747042594828481,0.0007543095351669714,0.0009109192887186178,0.0009280011921944777,0.0005637462713138732
3.784513020776766,0.000748392299414107,0.0009037221079025523,0.0009207957012238659,0.0005700595319985261
3.8219834467250515,0.0007426066790305331,0.00089669355972746,0.0009137774609802559,0.0005770144259318308
3.8594538726733356,0.0007369272661765378,0.0008898303332579877,0.0009069592741565723,0.0005846688474889123
3.8969242986216206,0.000731155093913973,0.0008831417827460337,0.0009004870571291191,0.0005931077298286855
3.934394724569906,0.0007265450963534177,0.0008765330874464833,0.0008933997853939734,0.0006022677072168152
3.97186515051819,0.0007210512388710327,0.00087014654711042,0.0008872535689405662,0.00061245607143473
4.0093355764664755,0.0007158389984642701,0.0008638941401173777,0.0008811605844800365,0.00062364583041145
4.04680600241476,0.0007107209681734523,0.0008577850923115907,0.0008752701775200171,0.0006359764005316484
4.084276428363045,0.0007056117078816576,0.0008518214450451168,0.000869670348969844,0.0006496043987457059
4.12174685431133,0.0007003197913506633,0.0008460128835818923,0.0008645826790660506,0.0006647508127135434
4.159217280259615,0.000694069106911523,0.0008404106641241197,0.000860938857751959,0.0006818746732567354
4.196687706207899,0.0006754216417200305,0.0008358356286977606,0.0008730569271199596,0.0007053941027612395
4.2341581321561845,0.0006977374132483237,0.0008284791604604139,0.0008352916157071264,0.0007163163082049798
4.271628558104469,0.0006893952799379736,0.0008234160148063133,0.0008347721375033457,0.0007405508543609613
4.309098984052754,0.000684683873326521,0.0008182303612087439,0.0008302511259738885,0.0007663778188690825
4.346569410001038,0.0006810192276199455,0.0008131007632194916,0.000824643334281697,0.0007951542402757872
4.384039835949324,0.0006782695254897586,0.0008080425081533804,0.0008179480958265076,0.0008274971690288593
4.421510261897608,0.0006771111717165238,0.0008030346924110628,0.0008089638412480137,0.0008638008743998841
4.458980687845893,0.0006813068539014851,0.0007979659445397414,0.0007921045835792492,0.0009033230390088266
4.496451113794178,0.0009039227494417962,0.0007908435895807536,0.0008917658058846688,0.0011323574665538364
4.533921539742463,0.0006429990410294264,0.0007897985423269549,0.000860779021978633,0.001055755874984811
4.571391965690747,0.0006487198376032825,0.0007848129451756581,0.0008328789883809821,0.0011192813119799687
4.6088623916390326,0.0006496201818835226,0.000780148521558443,0.0008237725673297617,0.001213984472831459
4.646332817587317,0.0006502351298606908,0.0007755558262907477,0.0008197557910172678,0.0013442920841330523
4.683803243535602,0.0006524379224664347,0.0007709167136425737,0.0008195772495724658,0.0015370651878121382
4.721273669483887,0.0006597629228655646,0.0007659787859806357,0.0008260136736076,0.001875534044943912
4.758744095432172,0.0006898567947116508,0.0007594806563806662,0.0008577310382318922,0.0027998696713757557
4.796214521380456,0.0004558118880774224,0.0008198446772396174,0.0007336158904076714,0.020071543265548587
4.8336849473287415,0.0005646530497322501,0.0007600818742378998,0.0007277535981199721,0.0009038697858224016
4.871155373277026,0.0005868014680666221,0.0007541940843597071,0.0007519505305661765,0.0012870302087728213
4.908625799225311,0.0005918835917589842,0.0007495582454659527,0.0007602184359049396,0.0017844200298306918
4.946096225173595,0.0005920077082175112,0.0007451767648472441,0.0007656399225529427,0.0024043436568506873
4.983566651121881,0.0005893612733275192,0.0007406855780891878,0.0007726616099420392,0.0033813575870099834
5.021037077070165,0.0005838634425759311,0.0007354793212325067,0.000788106932810267,0.00539865149200438
5.05850750301845,0.0005788474683927762,0.0007262629271657034,0.0008511234783811474,0.012712501286204124
5.095977928966734,0.0009320981953961579,0.0007684950042700548,0.0005011372944384792,0.037623000549607565
5.13344835491502,0.000636332433400478,0.000736239763590368,0.0006723733191415532,0.007590662329320575
5.170918780863304,0.0006141733870663938,0.0007299950764954609,0.0006963574323830596,0.004214445308818367
5.20838920681159,0.0006055201847605907,0.0007255863402492784,0.0007041664080381222,0.0029159467881426674
5.245859632759874,0.0006004489692580648,0.0007216573516589895,0.0007072463470488342,0.0022355005809777824
